nrm1_l4_code,nrm1_l3_code,nrm1_l2_code,nrm1_description,nrm1_unit,nrm2_primary_ws,nrm2_primary_ws_name,nrm2_primary_items,nrm2_secondary_ws,confidence,matched_keywords,notes
5.10.8.3,5.10.8,5.10,Vehicle turntables: details to be stated.,nr,40,Transportation systems,"1, 2",,High,lift,
5.10.8.4,5.10.8,5.10,Testing of installations.,%,40,Transportation systems,"1, 2",,High,lift,
5.10.8.5,5.10.8,5.10,Commissioning of installations.,%,40,Transportation systems,"1, 2",,High,lift,
5.10.9.1,5.10.9,5.10,Document handling/delivery systems: details to be stated.,nr,40,Transportation systems,,,Low,,
5.10.9.2,5.10.9,5.10,Warehouse picking systems: details to be stated.,nr,40,Transportation systems,,,Low,,
5.10.9.3,5.10.9,5.10,Other systems: details to be stated.,nr,40,Transportation systems,,,Low,,
5.10.9.4,5.10.9,5.10,Testing of installations.,%,40,Transportation systems,,,Low,,
5.10.9.5,5.10.9,5.10,Commissioning of installations.,%,40,Transportation systems,,,Low,,
5.10.10.1,5.10.10,5.10,Other lift and conveyor installations: details to be stated.,,40,Transportation systems,"1, 2",,High,lift,
5.10.10.2,5.10.10,5.10,Testing of installations.,%,40,Transportation systems,"1, 2",,High,lift,
5.10.10.3,5.10.10,5.10,Commissioning of installations.,%,40,Transportation systems,"1, 2",,High,lift,
5.11.1.1,5.11.1,5.11,Fire hose reels: details of each type of system to be stated.,nr,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.1.2,5.11.1,5.11,Dry risers: details to be stated.,nr,25,"Stairs, walkways",1,,Medium,riser,
5.11.1.3,5.11.1,5.11,Wet risers: details to be stated.,nr,25,"Stairs, walkways",1,,Medium,riser,
5.11.1.4,5.11.1,5.11,Fire and smoke protection curtains: details of each type of system to be stated.,nr,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.1.5,5.11.1,5.11,Other fire fighting systems: details of each type of system to be stated.,nr,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.1.6,5.11.1,5.11,Testing of installations.,%,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.1.7,5.11.1,5.11,Commissioning of installations.,%,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.2.1,5.11.2,5.11,Deluge systems: details of each type of system to be stated.,m2,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.2.2,5.11.2,5.11,Gas fire fighting systems: details of each type of system to be stated.,m2,38,Mechanical services,14,,High,gas,
5.11.2.3,5.11.2,5.11,Foam fire fighting systems: details of each type of system to be stated.,m2,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.2.4,5.11.2,5.11,Other fire suppression systems: details of each type of system to be stated.,m2,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.2.5,5.11.2,5.11,Testing of installations.,%,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.2.6,5.11.2,5.11,Commissioning of installations.,%,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.3.1,5.11.3,5.11,Lightning protection installations (m2): details of each type of system to be stated.,m2,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.3.2,5.11.3,5.11,Testing of installations.,%,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.11.3.3,5.11.3,5.11,Commissioning of installations.,%,31,"Insulation, fire protection",,WS38:; WS39:,Low,,
5.12.1.1,5.12.1,5.12,Telecommunication systems: details of each type of system to be stated.,m2,39,Electrical services,15,,High,security,
5.12.1.2,5.12.1,5.12,Data transmission systems: details of each type of system to be stated.,m2,39,Electrical services,12,,High,data,
5.12.1.3,5.12.1,5.12,Paging and emergency call systems: details of each type of system to be stated.,m2,39,Electrical services,15,,High,security,
5.12.1.4,5.12.1,5.12,Public address and conference audio systems: details of each type of system to be stated.,m2,39,Electrical services,15,,High,security,
5.12.1.5,5.12.1,5.12,Radio systems: details of each type of system to be stated.,m2,39,Electrical services,15,,High,security,
5.12.1.6,5.12.1,5.12,Projection systems: details of each type of system to be stated.,nr,39,Electrical services,15,,High,security,
5.12.1.7,5.12.1,5.12,Fire detection and alarm systems: details of each type of system to be stated.,m2,39,Electrical services,15,,High,security,
5.12.1.8,5.12.1,5.12,Smoke detection and alarm systems: details of each type of system to be stated.,m2,39,Electrical services,15,,High,security,
5.12.1.9,5.12.1,5.12,Liquid detection systems: details of each type of system to be stated.,m2,39,Electrical services,15,,High,security,
5.12.1.10,5.12.1,5.12,"Clocks, card clocks, flexitime installations: details of each type of system to be stated.",nr,39,Electrical services,15,,High,security,
5.12.1.11,5.12.1,5.12,Door entry systems: details of each type of system to be stated.,m2,24,"Doors, shutters","1, 2, 3, 4, 5",,Medium,door,
5.12.1.12,5.12.1,5.12,Radio and televisions: details of each type of system to be stated.,m2,39,Electrical services,15,,High,security,
5.12.1.13,5.12.1,5.12,Television systems: details of each type of system to be stated.,nr,39,Electrical services,15,,High,security,
5.12.1.14,5.12.1,5.12,TV monitors: details of each type of system to be stated.,nr,39,Electrical services,15,,High,security,
5.12.1.15,5.12.1,5.12,Pneumatic message systems: details of each type of system to be stated.,m2,39,Electrical services,15,,High,security,
5.12.1.16,5.12.1,5.12,Other communication systems: details of each type of system to be stated.,nr/m2,39,Electrical services,15,,High,security,
5.12.1.17,5.12.1,5.12,Testing of installations.,%,39,Electrical services,15,,High,security,
5.12.1.18,5.12.1,5.12,Commissioning of installations.,%,39,Electrical services,15,,High,security,
5.12.2.1,5.12.2,5.12,Surveillance equipment: details of each type of system to be stated.,nr/m2,32,"Furniture, fittings",5,,Medium,equipment,
5.12.2.2,5.12.2,5.12,Security detection equipment: details of each type of system to be stated.,nr/m2,32,"Furniture, fittings",5,WS39:15,High,"equipment, security",
5.12.2.3,5.12.2,5.12,Security alarm equipment: details of each type of system to be stated.,nr/m2,32,"Furniture, fittings",5,WS39:15,High,"equipment, security",
5.12.2.4,5.12.2,5.12,Access control systems: details of each type of system to be stated.,nr/m2,39,Electrical services,15,,High,security,
5.12.2.5,5.12.2,5.12,Burglar and security alarms: details of each type of system to be stated.,nr/m2,39,Electrical services,15,,High,security,
5.12.2.6,5.12.2,5.12,Door entry systems: details of each type of system to be stated.,nr,24,"Doors, shutters","1, 2, 3, 4, 5",,Medium,door,
5.12.2.7,5.12.2,5.12,Security lights and lighting systems: details of each type of system to be stated.,nr/m2,39,Electrical services,"6, 7, 15",,High,"lighting, security",
5.12.2.8,5.12.2,5.12,Other security systems: details of each type of system to be stated.,nr/m2,39,Electrical services,15,,High,security,
5.12.2.9,5.12.2,5.12,Testing of installations.,%,39,Electrical services,15,,High,security,
5.12.2.10,5.12.2,5.12,Commissioning of installations.,%,39,Electrical services,15,,High,security,
5.12.3.1,5.12.3,5.12,Central control/building management systems: details of each type of system to be stated.,m2,39,Electrical services,15,,High,security,
5.12.3.2,5.12.3,5.12,Computer aided facilities manage system: details of each type of system to be stated.,item,39,Electrical services,15,,High,security,
5.12.3.3,5.12.3,5.12,Testing of installations.,%,39,Electrical services,15,,High,security,
5.12.3.4,5.12.3,5.12,Commissioning of installations.,%,39,Electrical services,15,,High,security,
5.13.1.1,5.13.1,5.13,Medical and laboratory gas supply systems: details of each type of system to be stated.,nr/m2,38,Mechanical services,14,,High,gas,
5.13.1.2,5.13.1,5.13,Centralised vacuum cleaning systems: details of each type of system to be stated.,nr/m2,38,Mechanical services,,WS39:,Low,,
5.13.1.3,5.13.1,5.13,Treated water systems: details of each type of system to be stated.,nr/m2,38,Mechanical services,,WS39:,Low,,
5.13.1.4,5.13.1,5.13,Swimming pool water treatment systems: details of each type of system to be stated.,nr/m2,38,Mechanical services,,WS39:,Low,,
5.13.1.5,5.13.1,5.13,Compressed air systems: details of each type of system to be stated.,nr/m2,38,Mechanical services,,WS39:,Low,,
5.13.1.6,5.13.1,5.13,Vacuum installations: details of each type of system to be stated.,nr/m2,38,Mechanical services,,WS39:,Low,,
5.13.1.7,5.13.1,5.13,Other specialist piped supply systems: details of each type of system to be stated.,nr/m2,38,Mechanical services,,WS39:,Low,,
5.13.1.8,5.13.1,5.13,Testing of installations.,%,38,Mechanical services,,WS39:,Low,,
5.13.1.9,5.13.1,5.13,Commissioning of installations.,%,38,Mechanical services,,WS39:,Low,,
5.13.2.1,5.13.2,5.13,Cold rooms: details of each type of system to be stated.,nr/m2,38,Mechanical services,,WS39:,Low,,
5.13.2.2,5.13.2,5.13,Ice pads: details to be stated.,nr/m2,38,Mechanical services,,WS39:,Low,,
5.13.2.3,5.13.2,5.13,Other specialist refrigeration systems: details of each type of system to be stated.,nr/m2,38,Mechanical services,,WS39:,Low,,
5.13.2.4,5.13.2,5.13,Testing of installations.,%,38,Mechanical services,,WS39:,Low,,
5.13.2.5,5.13.2,5.13,Commissioning of installations.,%,38,Mechanical services,,WS39:,Low,,
5.13.3.1,5.13.3,5.13,Other specialist installations: details of each type of system to be stated.,nr/m2,38,Mechanical services,"1, 2, 3",,High,mechanical,
5.13.3.2,5.13.3,5.13,Testing of installations.,%,38,Mechanical services,"1, 2, 3",,High,mechanical,
5.13.3.3,5.13.3,5.13,Commissioning of installations.,%,38,Mechanical services,"1, 2, 3",,High,mechanical,
5.13.4.1,5.13.4,5.13,Specialist electrical and electronic installation or and systems: details to be stated.,nr,39,Electrical services,"1, 2, 3",,High,electrical,
5.13.4.2,5.13.4,5.13,Testing of installations.,%,39,Electrical services,"1, 2, 3",,High,electrical,
5.13.4.3,5.13.4,5.13,Commissioning of installations.,%,39,Electrical services,"1, 2, 3",,High,electrical,
5.13.5.1,5.13.5,5.13,Water Feature: details to be stated.,nr,38,Mechanical services,,WS39:,Low,,
5.13.5.2,5.13.5,5.13,Testing of installations.,%,38,Mechanical services,,WS39:,Low,,
5.13.5.3,5.13.5,5.13,Commissioning of installations.,%,38,Mechanical services,,WS39:,Low,,
5.14.1.1,5.14.1,5.14,Builder's work in general areas: details to be stated.,nr/m/m2/%,41,BWIC,,,Low,,
5.14.1.2,5.14.1,5.14,Builder's work to landlord areas: details to be stated.,nr/m/m2/%,41,BWIC,,,Low,,
5.14.1.3,5.14.1,5.14,Builder's work to plant rooms: details to be stated.,nr/m/m2/%,41,BWIC,,,Low,,
5.14.1.4,5.14.1,5.14,"Large plant and equipment bases: details, including overall size (in m), to be stated.",nr,32,"Furniture, fittings",5,,Medium,equipment,
5.14.1.5,5.14.1,5.14,"Fuel bunds: details, including construction and overall size (in m), to be stated.",nr,41,BWIC,,,Low,,
6.1.1.1,6.1.1,6.1,Prefabricated modular buildings: details to be stated.,m2,2,Off-site manufactured materials,,,Low,,
6.1.1.2,6.1.1,6.1,On-site testing of installations.,%,2,Off-site manufactured materials,,,Low,,
6.1.1.3,6.1.1,6.1,On-site commissioning of installations.,%,2,Off-site manufactured materials,,,Low,,
6.1.2.1,6.1.2,6.1,"Prefabricated room units, including type of unit, GIFA of unit (in m2), construction of unit and content of units, to be stated.",m2,2,Off-site manufactured materials,,,Low,,
6.1.2.2,6.1.2,6.1,On-site testing of installations.,%,2,Off-site manufactured materials,,,Low,,
6.1.2.3,6.1.2,6.1,On-site commissioning of installations.,%,2,Off-site manufactured materials,,,Low,,
6.1.3.1,6.1.3,6.1,Prefabricated bathroom pods: details to be stated.,nr,33,Drainage above ground,9,,Medium,bath,
6.1.3.2,6.1.3,6.1,Prefabricated toilet pods: details to be stated.,nr,2,Off-site manufactured materials,,,Low,,
6.1.3.3,6.1.3,6.1,Prefabricated shower room pods: details to be stated.,nr,33,Drainage above ground,9,,Medium,shower,
6.1.3.4,6.1.3,6.1,On-site testing of installations.,%,2,Off-site manufactured materials,,,Low,,
6.1.3.5,6.1.3,6.1,On-site commissioning of installations.,%,2,Off-site manufactured materials,,,Low,,
7.1.1.1,7.1.1,7.1,Spot items: details to be stated.,item,3,Demolitions,1,WS4:1,High,"alteration, demolition",
7.1.1.2,7.1.1,7.1,Minor demolition works: details to be stated.,nr/m/m2,3,Demolitions,1,,High,demolition,
7.1.1.3,7.1.1,7.1,Removal: details to be stated.,item/nr/m/m2,3,Demolitions,1,WS4:1,High,"alteration, demolition",
7.1.1.4,7.1.1,7.1,Alteration works: details to be stated.,item/nr/m/m2,4,"Alterations, repairs and conservation",1,,High,alteration,
7.2.1.1,7.2.1,7.2,Equipment/plant repairs: details to be stated.,nr,4,"Alterations, repairs and conservation",10,WS32:5,High,"equipment, repair",
7.2.1.2,7.2.1,7.2,Overhauling services installations/systems: details to be stated.,m2,4,"Alterations, repairs and conservation",10,,High,repair,
7.2.1.3,7.2.1,7.2,Testing of equipment/plant and/or installations.,%,32,"Furniture, fittings",5,,Medium,equipment,
7.2.1.4,7.2.1,7.2,Commissioning of equipment/plant and/or installations.,%,32,"Furniture, fittings",5,,Medium,equipment,
7.3.1.1,7.3.1,7.3,Damp-proof courses: details to be stated.,m2,4,"Alterations, repairs and conservation","16, 17",,High,damp-proof course,
7.3.2.1,7.3.2,7.3,Eradication treatment: details to be stated.,m2,4,"Alterations, repairs and conservation","16, 17",,High,damp-proof course,
7.4.1.1,7.4.1,7.4,Support structures: details to be stated.,nr,4,"Alterations, repairs and conservation",,WS15:,Low,,
7.4.1.2,7.4.1,7.4,Periodic technical inspections of support structures: details to be stated.,nr,4,"Alterations, repairs and conservation",,WS15:,Low,,
7.4.1.3,7.4.1,7.4,Removing support structures: details to be stated.,nr,4,"Alterations, repairs and conservation",2,,High,removing,
7.5.1.1,7.5.1,7.5,Cleaning existing surfaces: details to be stated.,m2,4,"Alterations, repairs and conservation",,WS29:,Low,,
7.5.2.1,7.5.2,7.5,Protective coatings to existing surfaces: details to be stated.,m2,29,Decoration,6,,High,coating,
7.6.1.1,7.6.1,7.6,Masonry repairs: details to be stated.,nr/m/m2,14,Masonry,"1, 2",WS4:10,High,"masonry, repair",
7.6.2.1,7.6.2,7.6,Concrete repairs: details to be stated.,nr/m/m2,11,In-situ concrete,"1, 2, 3, 4, 5, 6",WS4:10,High,"concrete, repair",
7.6.3.1,7.6.3,7.6,Metal repairs: details to be stated.,nr/m/m2,4,"Alterations, repairs and conservation",10,,High,repair,
7.6.4.1,7.6.4,7.6,Timber repairs: details to be stated.,nr/m/m2,16,Carpentry,"1, 2, 3, 4",WS4:10,High,"repair, timber",
7.6.5.1,7.6.5,7.6,Plastics repairs: details to be stated.,nr/m/m2,4,"Alterations, repairs and conservation",10,,High,repair,
8.1.1.1,8.1.1,8.1,Clearing vegetation: details to be stated.,m2,5,Excavating and filling,"4, 5",,High,"site clearance, site preparation",
8.1.1.2,8.1.1,8.1,Taking down trees: details to be stated.,nr,37,Soft landscaping,4,,Medium,tree,
8.1.1.3,8.1.1,8.1,Removing tree stumps and roots: details to be stated.,nr,4,"Alterations, repairs and conservation",2,WS37:4,Medium,"removing, tree",
8.1.1.4,8.1.1,8.1,Tree protection: details to be stated.,item,37,Soft landscaping,4,,Medium,tree,
8.1.1.5,8.1.1,8.1,Minor demolition works: details to be stated.,item/nr/m/m2,3,Demolitions,1,,High,demolition,
8.1.1.6,8.1.1,8.1,Applying herbicides: details to be stated.,m2,5,Excavating and filling,"4, 5",,High,"site clearance, site preparation",
8.1.2.1,8.1.2,8.1,Forming new site contours and adjusting existing site levels: details to be stated.,m2,5,Excavating and filling,5,,High,site preparation,
8.1.2.2,8.1.2,8.1,Breaking out existing substructures: details to be stated.,m2,5,Excavating and filling,5,,High,site preparation,
8.1.2.3,8.1.2,8.1,Breaking out existing hard pavings: details to be stated.,m2,35,Site works,1,,Medium,paving,
8.1.2.4,8.1.2,8.1,Grubbing up old drainage pipelines: details to be stated.,m2,5,Excavating and filling,5,,High,site preparation,
8.1.2.5,8.1.2,8.1,Grubbing up old manholes and the like: details to be stated.,nr,34,Drainage below ground,6,WS41:4,Medium,"hole, manhole",
8.1.2.6,8.1.2,8.1,Filling disused manholes and the like: details to be stated.,nr,5,Excavating and filling,"11, 12",WS34:6; WS41:4,High,"filling, hole, manhole",
8.1.2.7,8.1.2,8.1,"Removing existing underground storage tanks, including disposal: details to be stated.",nr,5,Excavating and filling,9,WS4:2,High,"disposal, removing",
8.2.1.1,8.2.1,8.2,"Roads: details, including width, to be stated.",m,35,Site works,1,,High,road,
8.2.1.2,8.2.1,8.2,"Paths: details, including width, to be stated.",m,35,Site works,1,,High,path,
8.2.1.3,8.2.1,8.2,"Paved areas, hardstandings and the like: details to be stated.",m2,35,Site works,1,,High,"path, paving, road",
8.2.1.4,8.2.1,8.2,Roundabouts: details to be stated.,nr,35,Site works,1,,High,"path, paving, road",
8.2.1.5,8.2.1,8.2,Road crossings: details to be stated.,nr,35,Site works,1,,High,road,
8.2.1.6,8.2.1,8.2,Steps: details to be stated.,nr,35,Site works,1,,High,"path, paving, road",
8.2.1.7,8.2.1,8.2,Ramps: details to be stated.,nr/m,35,Site works,1,,High,"path, paving, road",
8.2.1.8,8.2.1,8.2,Traffic calming accessories: details to be stated.,nr,35,Site works,1,,High,"path, paving, road",
8.2.1.9,8.2.1,8.2,Tree grilles: details to be stated.,nr,26,Metalwork,4,WS37:4,Medium,"grille, tree",
8.2.1.10,8.2.1,8.2,Vehicle protection barriers: details to be stated.,m,36,Fencing,4,,Medium,barrier,
8.2.1.11,8.2.1,8.2,Bumpers: details to be stated.,m,35,Site works,1,,High,"path, paving, road",
8.2.1.12,8.2.1,8.2,Pavement markings: details to be stated.,nr/m,35,Site works,1,,High,"path, paving, road",
8.2.1.13,8.2.1,8.2,"Repairs to existing roads, paths and pavings: details to be stated.",nr/m/m2,4,"Alterations, repairs and conservation",10,WS35:1,High,"path, paving, repair, road",
8.2.2.1,8.2.2,8.2,Surfacings and pavings: details to be stated.,m2,35,Site works,1,,High,paving,
8.3.1.1,8.3.1,8.3,Grassed areas: details to be stated.,m2,37,Soft landscaping,"1, 2, 4, 5, 10",,High,"irrigation, planting, seeding, turf",
8.3.1.2,8.3.1,8.3,Reinforced grass proprietary systems: details to be stated.,m2,37,Soft landscaping,"1, 2, 4, 5, 10",,High,"irrigation, planting, seeding, turf",
8.3.1.3,8.3.1,8.3,Marking out of grass sports pitches: details to be stated.,nr,37,Soft landscaping,"1, 2, 4, 5, 10",,High,"irrigation, planting, seeding, turf",
8.3.1.4,8.3.1,8.3,Work to existing grassed areas: details to be stated.,m2,37,Soft landscaping,"1, 2, 4, 5, 10",,High,"irrigation, planting, seeding, turf",
8.3.1.5,8.3.1,8.3,"Maintenance of grassed areas: details, including time period (weeks) to be stated.",m2,37,Soft landscaping,"1, 2, 4, 5, 10",,High,"irrigation, planting, seeding, turf",
8.3.2.1,8.3.2,8.3,Planting: details to be stated.,m2,37,Soft landscaping,"4, 5",,High,planting,
8.3.2.2,8.3.2,8.3,Planting reed beds: details to be stated.,m2,37,Soft landscaping,"4, 5",,High,planting,
8.3.2.3,8.3.2,8.3,Hedges: details to be stated.,m,37,Soft landscaping,"4, 5, 10",,High,"irrigation, planting",
8.3.2.4,8.3.2,8.3,Trees: details to be stated.,nr,37,Soft landscaping,4,,High,tree,
8.3.2.5,8.3.2,8.3,Woodland planting: details to be stated.,m2,37,Soft landscaping,"4, 5",,High,planting,
8.3.2.6,8.3.2,8.3,"Tree surgery, thinning and pruning: details to be stated.",nr,37,Soft landscaping,4,,High,tree,
8.3.2.7,8.3.2,8.3,"Maintenance work to plants and shrubs and planting beds: details, including time period (weeks), to be stated.",m2,37,Soft landscaping,"4, 5",,High,"planting, shrub",
8.3.2.8,8.3.2,8.3,"Maintenance work to trees: details, including number of occasions and time period (weeks), to be stated.",nr,37,Soft landscaping,4,,High,tree,
8.3.2.9,8.3.2,8.3,"Maintenance work to hedges: details, including time period (weeks), to be stated.",m,37,Soft landscaping,"4, 5, 10",,High,"irrigation, planting",
8.3.3.1,8.3.3,8.3,Irrigation systems: details to be stated.,m2,37,Soft landscaping,10,,High,irrigation,
8.3.3.2,8.3.3,8.3,Testing of installations.,%,37,Soft landscaping,"4, 5, 10",,High,"irrigation, planting",
8.3.3.3,8.3.3,8.3,Commissioning of installations.,%,37,Soft landscaping,"4, 5, 10",,High,"irrigation, planting",
8.4.1.1,8.4.1,8.4,"Fencing: details, including height (m), to be stated.",m,36,Fencing,"1, 2",,High,fencing,
8.4.1.2,8.4.1,8.4,"Railings: details, including height (m), to be stated.",nr,36,Fencing,"1, 2",WS14:1,High,"fencing, wall",
8.4.1.3,8.4.1,8.4,Gates: details to be stated.,nr,36,Fencing,3,,High,gate,
8.4.2.1,8.4.2,8.4,"Walls: details, including height (m), to be stated.",m,14,Masonry,1,,High,wall,
8.4.2.2,8.4.2,8.4,"Screens: details, including height (m), to be stated.",m,36,Fencing,"1, 2",WS14:1,High,"fencing, wall",
8.4.2.3,8.4.2,8.4,Gates: details to be stated.,nr,36,Fencing,3,,High,gate,
8.4.3.1,8.4.3,8.4,"Retaining walls: details, including height (m) above ground, to be stated.",m,14,Masonry,1,,High,wall,
8.4.4.1,8.4.4,8.4,Vehicle restraint systems: details to be stated.,m,36,Fencing,"1, 2, 4",WS14:1,High,"barrier, fencing, wall",
8.4.4.2,8.4.4,8.4,Pedestrian restraint systems: details to be stated.,m,36,Fencing,"1, 2, 4",WS14:1,High,"barrier, fencing, wall",
8.4.4.3,8.4.4,8.4,Vehicle and pedestrian control barriers and gates: details to be stated.,nr,36,Fencing,"3, 4",,High,"barrier, gate",
8.5.1.1,8.5.1,8.5,Component: details to be stated.,nr,32,"Furniture, fittings","1, 2, 5",WS37:4,High,"equipment, furniture, tree",
8.5.2.1,8.5.2,8.5,Water features: details to be stated.,nr,26,Metalwork,,WS32:; WS35:,Low,,
8.5.2.2,8.5.2,8.5,Other features: details to be stated.,nr,26,Metalwork,,WS32:; WS35:,Low,,
8.6.1.1,8.6.1,8.6,Connections to statutory undertaker's sewers: details to be stated.,nr,34,Drainage below ground,1,,High,sewer,
8.6.1.2,8.6.1,8.6,"Drainage runs; below ground: details, including depth of trench (m) and nominal size of pipe (mm), to be stated.",m,5,Excavating and filling,6,,Medium,trench,
8.6.1.3,8.6.1,8.6,"Drainage runs; above ground: details, including height above ground (m), nominal size of pipe (mm), to be stated.",m,34,Drainage below ground,,,Low,,
8.6.1.4,8.6.1,8.6,"Prefabricated channels: details, including nominal size, to be stated.",m,34,Drainage below ground,,,Low,,
8.6.1.5,8.6.1,8.6,"Manholes and the like: details, including depth (m), to be stated.",nr,34,Drainage below ground,6,WS41:4,High,"hole, manhole",
8.6.1.6,8.6.1,8.6,Alterations to existing external drainage systems: details to be stated.,nr,4,"Alterations, repairs and conservation",1,,Medium,alteration,
8.6.1.7,8.6.1,8.6,Work to existing manholes or the like: details to be stated.,nr,34,Drainage below ground,6,WS41:4,High,"hole, manhole",
8.6.1.8,8.6.1,8.6,Clearing existing drains: details to be stated.,nr/m,34,Drainage below ground,,,Low,,
8.6.1.9,8.6.1,8.6,Sealing redundant drains: details to be stated.,nr/m,34,Drainage below ground,,,Low,,
8.6.1.10,8.6.1,8.6,Filling disused manholes or the like: details to be stated.,nr,5,Excavating and filling,"11, 12",WS34:6; WS41:4,High,"filling, hole, manhole",
8.6.1.11,8.6.1,8.6,Testing of installations.,%,34,Drainage below ground,,,Low,,
8.6.1.12,8.6.1,8.6,Commissioning of installations.,%,34,Drainage below ground,,,Low,,
8.6.2.1,8.6.2,8.6,Pumping stations: details to be stated.,nr,38,Mechanical services,13,,Medium,pump,
8.6.2.2,8.6.2,8.6,Ejector stations: details to be stated.,nr,34,Drainage below ground,,,Low,,
8.6.2.3,8.6.2,8.6,Storage/retention tanks and vessels: details to be stated.,nr,34,Drainage below ground,,,Low,,
8.6.2.4,8.6.2,8.6,Sewage treatment systems: details to be stated.,nr,34,Drainage below ground,,,Low,,
8.6.2.5,8.6.2,8.6,Enzyme systems: details to be stated.,nr,34,Drainage below ground,,,Low,,
8.6.2.6,8.6.2,8.6,Sustainable urban drainage schemes: details to be stated.,m2,34,Drainage below ground,,,Low,,
8.6.2.7,8.6.2,8.6,Testing of installations.,%,34,Drainage below ground,,,Low,,
8.6.2.8,8.6.2,8.6,Commissioning of installations.,%,34,Drainage below ground,,,Low,,
8.6.3.1,8.6.3,8.6,"Drainage runs; below ground: details, including depth of trench (m) and nominal size of pipe (mm), to be stated.",m,5,Excavating and filling,6,,Medium,trench,
8.6.3.2,8.6.3,8.6,"Drainage runs; above ground: details, including height above ground (m) and nominal size of pipe (mm), to be stated.",m,34,Drainage below ground,,,Low,,
8.6.3.3,8.6.3,8.6,Equipment and plant: details to be stated.,nr,32,"Furniture, fittings",5,,Medium,equipment,
8.6.3.4,8.6.3,8.6,Testing of installations.,%,34,Drainage below ground,,,Low,,
8.6.3.5,8.6.3,8.6,Commissioning of installations.,%,34,Drainage below ground,,,Low,,
8.6.4.1,8.6.4,8.6,"Drainage runs; below ground: details, including depth of trench (m) and nominal size of pipe (mm), to be stated.",m,5,Excavating and filling,6,,Medium,trench,
8.6.4.2,8.6.4,8.6,"Manholes and the like: details, including depth (m), to be stated.",nr,34,Drainage below ground,6,WS41:4,High,"hole, manhole",
8.6.4.3,8.6.4,8.6,Drainage blankets: details to be stated.,m2,34,Drainage below ground,,,Low,,
8.6.4.4,8.6.4,8.6,"Land drainage to parkland: details, including centres of main runs (m) and laterals (m), to be stated.",ha,34,Drainage below ground,,,Low,,
8.6.4.5,8.6.4,8.6,Testing of installations.,%,34,Drainage below ground,,,Low,,
8.6.4.6,8.6.4,8.6,Commissioning of installations.,%,34,Drainage below ground,,,Low,,
8.7.1.1,8.7.1,8.7,Connections to statutory undertaker's water main: details to be stated.,nr,35,Site works,,WS38:; WS39:,Low,,
8.7.1.2,8.7.1,8.7,Connections to external plant and equipment: details to be stated.,nr,32,"Furniture, fittings",5,,Medium,equipment,
8.7.1.3,8.7.1,8.7,Service runs: details to be stated.,m,35,Site works,,WS38:; WS39:,Low,,
8.7.1.4,8.7.1,8.7,"Rainwater harvesting systems: details, including the number of collection points (nr), to be stated.",nr,35,Site works,,WS38:; WS39:,Low,,
8.7.1.5,8.7.1,8.7,"Grey water systems: details, including the number of collection points (nr), to be stated.",nr,35,Site works,,WS38:; WS39:,Low,,
8.7.1.6,8.7.1,8.7,Testing of installations.,%,35,Site works,,WS38:; WS39:,Low,,
8.7.1.7,8.7.1,8.7,Commissioning of installations.,%,35,Site works,,WS38:; WS39:,Low,,
8.7.2.1,8.7.2,8.7,Connections to statutory undertaker's electricity main: details to be stated.,nr,35,Site works,,WS38:; WS39:,Low,,
8.7.2.2,8.7.2,8.7,Service runs: details to be stated.,m,35,Site works,,WS38:; WS39:,Low,,
8.7.2.3,8.7.2,8.7,Transformer sub-stations: details to be stated.,nr,35,Site works,,WS38:; WS39:,Low,,
8.7.2.4,8.7.2,8.7,External electricity generation installation/plant: details to be stated.,nr,35,Site works,,WS38:; WS39:,Low,,
8.7.3.1,8.7.3,8.7,Wind turbines: details to be stated.,nr,35,Site works,,WS38:; WS39:,Low,,
8.7.3.2,8.7.3,8.7,"Photovoltaic devices: details, including surface area of units (m2), to be stated.",nr,35,Site works,,WS38:; WS39:,Low,,
8.7.3.3,8.7.3,8.7,Other transformation devices: details to be stated.,nr,35,Site works,,WS38:; WS39:,Low,,
8.7.3.4,8.7.3,8.7,Testing of installations.,%,35,Site works,,WS38:; WS39:,Low,,
8.7.3.5,8.7.3,8.7,Commissioning of installations.,%,35,Site works,,WS38:; WS39:,Low,,
8.7.4.1,8.7.4,8.7,Connections to external plant or equipment: details to be stated.,nr,32,"Furniture, fittings",5,,Medium,equipment,
8.7.4.2,8.7.4,8.7,Connections to external equipment: details to be stated.,m,32,"Furniture, fittings",5,,Medium,equipment,
8.7.4.3,8.7.4,8.7,Service runs: details to be stated.,m,32,"Furniture, fittings",5,,Medium,equipment,
